id,carat,cut,color,clarity,depth,table,x,y,z,price
20940,0.51,Ideal,E,VS1,62.8,57.0,5.1,5.07,3.2,2075
20941,0.53,Ideal,G,VVS2,60.4,55.0,5.26,5.3,3.19,1881
20942,0.4,Ideal,F,SI2,61.8,53.0,4.77,4.74,2.94,688
20943,0.38,Ideal,E,VVS2,62.4,56.0,4.63,4.69,2.91,1027
20944,0.81,Ideal,E,VS2,62.0,55.0,5.97,5.99,3.71,3601
20945,0.35,Ideal,D,SI2,62.4,55.0,4.53,4.54,2.83,522
20946,0.32,Very Good,I,VVS1,60.1,61.0,4.4,4.45,2.66,589
20947,1.59,Ideal,I,VS1,61.2,58.0,7.52,7.5,4.6,11119
20948,1.01,Good,D,SI1,63.9,62.0,6.31,6.25,4.01,5147
20949,0.53,Very Good,D,SI2,62.9,54.0,5.13,5.17,3.24,1314
20950,0.92,Very Good,F,SI1,63.8,56.0,6.12,6.17,3.92,3920
20951,0.51,Premium,D,SI2,60.2,58.0,5.24,5.2,3.14,1109
20952,0.35,Premium,E,VVS2,60.2,58.0,4.66,4.61,2.79,1024
20953,0.32,Very Good,G,SI2,60.7,61.0,4.42,4.47,2.7,388
20954,0.54,Ideal,I,SI1,62.3,55.0,5.22,5.27,3.27,1586
20955,1.0,Premium,F,SI1,62.1,60.0,6.29,6.23,3.88,4234
20956,1.05,Ideal,F,SI2,62.7,54.0,6.5,6.54,4.09,4866
20957,1.7,Ideal,I,VS2,61.1,57.0,7.7,7.66,4.69,10662
20958,1.24,Premium,I,SI1,62.4,59.0,6.89,6.87,4.29,4791
20959,0.37,Premium,F,VS2,59.7,59.0,4.64,4.68,2.78,746
20960,0.28,Very Good,H,VVS1,59.9,62.0,4.23,4.28,2.55,504
20961,0.41,Premium,G,VS2,59.8,58.0,4.84,4.8,2.88,1061
20962,0.59,Good,G,VS1,60.4,61.2,5.38,5.43,3.26,1910
20963,0.6,Very Good,F,IF,60.1,54.0,5.5,5.58,3.33,2988
20964,0.94,Ideal,D,SI2,62.1,56.0,6.21,6.25,3.87,4182
20965,1.02,Ideal,E,SI2,62.8,55.0,6.43,6.4,4.03,4478
20966,0.78,Ideal,E,SI1,62.1,58.0,5.86,5.9,3.65,3146
20967,0.33,Ideal,E,SI1,62.5,55.0,4.45,4.42,2.77,743
20968,0.45,Fair,G,SI1,68.6,57.0,4.73,4.5,3.19,756
20969,1.25,Ideal,I,SI2,62.0,57.0,6.92,6.85,4.27,5355
20970,0.4,Good,F,VS2,62.0,61.3,4.69,4.72,2.91,929
20971,0.23,Very Good,D,VVS2,59.6,61.0,3.99,4.03,2.39,499
20972,0.62,Ideal,D,VS1,61.0,57.0,5.51,5.54,3.37,2562
20973,0.33,Premium,G,VS1,61.9,59.0,4.43,4.45,2.75,666
20974,0.51,Premium,D,SI1,61.6,58.0,5.14,5.12,3.16,1687
20975,1.2,Very Good,J,SI2,61.2,58.0,6.77,6.82,4.16,4523
20976,0.43,Ideal,D,VVS1,62.3,56.0,4.81,4.82,3.0,1584
20977,1.03,Very Good,H,VS1,61.9,59.0,6.44,6.49,4.0,6294
20978,0.33,Premium,D,SI2,62.1,58.0,4.43,4.4,2.74,631
20979,0.33,Ideal,F,IF,61.3,55.0,4.47,4.5,2.75,1240
20980,0.7,Ideal,I,VS1,61.5,56.0,5.71,5.75,3.52,2924
20981,0.51,Very Good,G,VS2,62.6,57.0,5.1,5.15,3.21,1343
20982,0.32,Ideal,G,VS1,62.3,55.0,4.41,4.39,2.74,718
20983,0.43,Very Good,D,VS1,61.2,58.0,4.82,4.88,2.97,1199
20984,0.3,Ideal,G,SI1,61.2,56.0,4.33,4.36,2.65,487
20985,0.7,Ideal,D,VS1,62.5,57.0,5.64,5.68,3.54,3287
20986,0.96,Fair,E,SI2,65.6,58.0,6.11,6.15,4.02,3533
20987,0.34,Very Good,G,VVS1,59.0,62.0,4.56,4.6,2.7,835
20988,1.34,Ideal,G,SI2,62.0,55.0,7.06,7.03,4.37,5358
20989,0.78,Fair,H,VS2,54.7,67.0,6.25,6.15,3.4,2691
20990,0.41,Very Good,E,VVS2,62.2,57.0,4.76,4.79,2.97,1116
20991,0.56,Ideal,D,SI1,61.9,55.0,5.29,5.31,3.28,1677
20992,0.33,Very Good,E,VS1,61.6,56.0,4.43,4.46,2.74,781
20993,0.23,Good,E,VVS2,64.5,55.0,3.85,3.9,2.5,472
20994,0.94,Very Good,D,SI2,60.9,62.0,6.22,6.3,3.81,3691
20995,0.54,Ideal,G,SI1,61.2,58.0,5.27,5.29,3.23,1404
20996,0.34,Premium,D,VS2,60.4,60.0,4.51,4.56,2.74,805
20997,0.4,Good,J,VS2,64.0,57.0,4.67,4.7,3.0,591
20998,0.71,Very Good,I,SI1,60.2,58.0,5.76,5.83,3.49,2063
20999,1.69,Premium,F,VS2,59.8,60.0,7.79,7.74,4.64,14242
21000,0.32,Ideal,E,VVS2,61.5,55.0,4.41,4.44,2.72,864
21001,1.18,Ideal,D,SI1,61.9,55.0,6.8,6.76,4.2,7216
21002,0.61,Ideal,G,IF,62.3,56.0,5.42,5.46,3.39,2659
21003,0.35,Ideal,F,VVS1,61.8,55.0,4.53,4.57,2.81,945
21004,0.34,Premium,G,VS2,61.2,62.0,4.48,4.44,2.73,765
21005,0.31,Ideal,I,SI1,62.2,56.0,4.34,4.37,2.71,418
21006,0.31,Ideal,D,VS2,62.2,54.0,4.34,4.31,2.69,942
21007,0.4,Premium,E,VS2,62.5,58.0,4.65,4.73,2.93,912
21008,0.9,Very Good,G,SI1,62.7,59.0,6.12,6.17,3.85,4059
21009,0.6,Fair,G,SI1,65.7,55.0,5.31,5.23,3.46,1197
21010,1.23,Ideal,F,VS1,61.3,57.0,6.93,6.86,4.23,8679
21011,1.04,Ideal,H,SI1,62.3,57.0,6.45,6.48,4.03,5102
21012,0.57,Ideal,I,VVS1,61.7,56.0,5.31,5.35,3.29,1608
21013,0.42,Premium,E,VS2,61.0,60.0,4.85,4.82,2.95,1024
21014,0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,1024
21015,0.31,Ideal,E,VS2,62.6,56.0,4.33,4.3,2.7,872
21016,0.59,Very Good,F,IF,62.8,56.0,5.31,5.36,3.35,2554
21017,0.51,Ideal,I,VS2,60.5,58.0,5.15,5.2,3.13,1268
21018,1.51,Ideal,G,VS1,61.1,57.0,7.38,7.41,4.52,14542
21019,0.5,Good,F,SI1,63.7,61.0,5.02,4.99,3.19,1125
21020,0.26,Premium,H,VS1,62.3,59.0,4.06,4.1,2.54,382
21021,1.29,Ideal,H,SI1,61.6,57.0,7.0,6.95,4.3,6588
21022,1.07,Ideal,E,VS2,61.9,56.0,6.55,6.58,4.06,9177
21023,0.51,Ideal,D,VS2,61.9,56.0,5.14,5.11,3.17,1882
21024,1.5,Premium,H,SI1,61.4,58.0,7.41,7.28,4.51,10080
21025,0.7,Very Good,E,VS2,62.4,58.0,5.66,5.68,3.54,2952
21026,0.93,Ideal,I,SI2,62.3,57.0,6.2,6.22,3.87,3101
21027,1.12,Ideal,H,SI1,62.3,56.0,6.7,6.65,4.16,5291
21028,0.44,Premium,G,SI1,61.0,60.0,4.88,4.93,2.99,772
21029,0.7,Very Good,J,VS1,59.6,62.0,5.7,5.77,3.42,1855
21030,1.01,Ideal,E,SI2,61.2,54.0,6.52,6.49,3.98,4751
21031,1.28,Good,H,SI2,63.6,56.0,6.92,6.78,4.37,5018
21032,0.52,Ideal,H,VS1,62.4,55.0,5.19,5.17,3.23,1577
21033,1.38,Premium,G,VS1,62.4,58.0,7.14,7.09,4.44,10850
21034,0.25,Very Good,F,IF,61.1,54.0,4.08,4.11,2.5,633
21035,2.17,Premium,D,SI2,62.2,59.0,8.28,8.34,5.17,16472
21036,2.01,Very Good,F,SI1,63.4,58.0,8.03,7.96,5.07,13275
21037,2.02,Premium,G,SI2,61.3,56.0,8.22,8.16,5.02,16929
21038,1.5,Ideal,I,VS1,62.2,54.0,7.33,7.4,4.57,10406
21039,0.5,Premium,E,VS2,61.4,58.0,5.12,5.07,3.13,1746
21040,1.12,Premium,D,VS1,62.1,57.0,6.68,6.65,4.14,8633
21041,0.41,Ideal,D,VVS1,62.7,56.0,4.77,4.74,2.98,1413
21042,1.04,Very Good,G,VS1,61.8,58.0,6.5,6.55,4.03,7049
21043,0.34,Very Good,H,SI2,58.6,62.0,4.6,4.62,2.7,417
21044,1.59,Good,F,SI1,63.6,57.0,7.39,7.43,4.71,11716
21045,1.01,Premium,G,SI1,62.2,58.0,6.42,6.4,3.99,5006
21046,0.33,Ideal,E,VS1,62.7,57.0,4.38,4.45,2.77,781
21047,1.31,Very Good,D,VS2,59.5,61.0,7.16,7.19,4.27,10409
21048,0.9,Good,D,SI2,62.2,63.0,6.14,6.23,3.85,4382
21049,0.31,Ideal,G,VS2,61.6,54.0,4.39,4.41,2.71,544
21050,1.18,Ideal,H,SI1,61.4,55.0,6.84,6.78,4.18,6013
21051,0.42,Ideal,G,VVS1,61.6,55.0,4.81,4.87,2.98,1179
21052,0.4,Very Good,E,IF,62.9,58.0,4.68,4.77,2.97,1207
21053,0.96,Ideal,F,I1,60.7,55.0,6.41,6.37,3.88,2826
21054,0.71,Very Good,H,VS1,62.1,55.0,5.71,5.72,3.55,2569
21055,0.36,Ideal,H,SI1,62.3,57.0,4.54,4.58,2.84,505
21056,0.56,Very Good,E,SI1,58.5,59.0,5.42,5.45,3.18,1785
21057,0.31,Ideal,D,VS2,61.2,55.0,4.35,4.38,2.67,734
21058,1.02,Very Good,E,VS2,60.0,59.0,6.54,6.59,3.94,6915
21059,0.31,Very Good,G,VS2,60.7,61.0,4.33,4.37,2.64,544
21060,0.57,Ideal,G,VVS2,61.9,56.0,5.29,5.3,3.28,2039
21061,1.0,Good,D,VVS2,60.2,62.0,6.42,6.46,3.88,8374
21062,0.56,Ideal,F,VS1,61.7,56.0,5.28,5.32,3.27,1915
21063,1.0,Premium,E,VS2,62.7,59.0,6.38,6.31,3.98,6720
21064,0.96,Fair,H,I1,61.1,60.0,6.26,6.07,3.77,1705
21065,0.92,Premium,E,SI1,61.3,58.0,6.19,6.25,3.81,4379
21066,0.34,Good,E,SI1,63.9,56.0,4.44,4.48,2.85,596
21067,0.7,Very Good,E,VS1,58.4,59.0,5.83,5.91,3.43,2904
21068,0.47,Ideal,I,VS2,62.1,54.0,4.98,5.0,3.1,884
21069,0.72,Good,J,VS1,63.7,54.0,5.68,5.71,3.63,1959
21070,1.13,Good,F,SI2,64.0,58.0,6.52,6.58,4.19,3952
21071,0.56,Ideal,G,VS2,59.6,57.0,5.37,5.39,3.21,1662
21072,0.23,Ideal,G,SI1,61.2,56.0,3.97,4.0,2.44,375
21073,0.71,Ideal,D,VS2,61.0,56.0,5.76,5.81,3.53,3838
21074,1.25,Premium,I,VS2,61.0,59.0,6.89,6.98,4.23,5975
21075,0.76,Ideal,G,SI2,62.7,56.0,5.81,5.86,3.66,2466
21076,0.39,Very Good,F,VVS2,63.5,58.0,4.65,4.61,2.94,1058
21077,0.53,Good,G,VS1,63.4,56.0,5.1,5.15,3.25,1607
21078,0.44,Premium,J,VS1,61.9,57.0,4.9,4.83,3.01,891
21079,0.77,Ideal,E,SI2,62.3,57.0,5.88,5.91,3.67,2689
21080,0.41,Very Good,F,VS2,62.4,56.0,4.75,4.77,2.97,863
21081,0.5,Premium,D,SI1,62.6,56.0,5.05,5.04,3.16,1654
21082,1.51,Premium,E,SI2,63.0,55.0,7.34,7.3,4.61,9302
21083,0.28,Very Good,D,VVS2,62.2,59.0,4.18,4.21,2.61,642
21084,1.01,Good,H,VS2,60.8,61.0,6.43,6.5,3.93,5229
21085,2.04,Very Good,J,SI2,63.4,55.0,8.07,8.04,5.11,9482
21086,1.01,Good,F,VVS2,63.6,60.0,6.31,6.36,4.03,6932
21087,1.01,Very Good,G,VS1,62.3,60.0,6.35,6.49,4.0,6368
21088,0.82,Premium,F,SI2,60.3,57.0,6.07,6.03,3.65,2723
21089,0.34,Ideal,D,SI1,61.3,57.0,4.5,4.44,2.74,803
21090,1.11,Very Good,J,VS2,61.8,56.0,6.59,6.64,4.09,4283
21091,1.03,Very Good,F,SI1,62.5,59.0,6.41,6.45,4.02,4282
21092,0.34,Ideal,H,VVS2,61.8,54.0,4.47,4.49,2.77,686
21093,1.51,Ideal,F,VS2,62.8,56.0,7.32,7.27,4.58,14294
21094,0.35,Premium,H,VVS2,61.9,58.0,4.54,4.5,2.8,906
21095,1.2,Very Good,H,SI2,60.2,58.0,6.88,6.94,4.16,5408
21096,0.9,Ideal,H,VS2,62.5,53.0,6.17,6.22,3.87,4369
21097,1.0,Fair,F,VS2,64.9,52.0,6.24,6.33,4.08,6210
21098,0.3,Ideal,F,VS1,62.4,56.0,4.3,4.32,2.68,673
21099,1.71,Premium,J,SI2,62.6,57.0,7.62,7.58,4.76,8540
21100,0.35,Very Good,G,VS1,60.7,61.0,4.54,4.58,2.77,706
21101,0.74,Premium,E,VS1,62.7,58.0,5.83,5.74,3.63,2999
21102,1.06,Ideal,H,SI2,62.8,57.0,6.57,6.49,4.1,4452
21103,1.0,Good,E,VS1,60.6,63.0,6.28,6.42,3.85,6822
21104,1.56,Premium,F,SI1,60.7,59.0,7.55,7.45,4.55,11901
21105,2.48,Fair,I,SI2,56.7,66.0,8.88,8.64,4.99,15030
21106,0.54,Premium,G,SI1,61.1,57.0,5.27,5.21,3.2,1241
21107,0.97,Very Good,H,SI1,62.8,55.0,6.25,6.3,3.94,4404
21108,0.9,Good,F,SI1,61.0,62.0,6.17,6.26,3.79,3733
21109,1.72,Very Good,I,VVS2,62.7,58.0,7.54,7.6,4.75,12396
21110,0.3,Fair,F,VS2,65.4,55.0,4.25,4.22,2.77,776
21111,1.61,Ideal,E,SI2,63.0,60.0,7.45,7.42,4.68,11090
21112,1.7,Premium,I,SI1,62.0,59.0,7.59,7.64,4.72,10331
21113,2.09,Very Good,H,SI1,61.1,56.0,8.23,8.3,5.05,18392
21114,0.31,Ideal,G,VVS1,62.5,54.0,4.34,4.37,2.72,789
21115,1.03,Premium,H,SI1,61.9,58.0,6.49,6.43,4.0,4932
21116,1.28,Premium,H,SI1,59.9,59.0,7.08,7.05,4.23,6701
21117,0.3,Premium,F,SI2,62.6,61.0,4.24,4.2,2.64,506
21118,0.54,Premium,E,SI1,62.2,58.0,5.26,5.23,3.26,1637
21119,1.53,Very Good,H,VS2,62.5,61.0,7.28,7.38,4.58,11722
21120,0.26,Ideal,H,IF,61.2,57.0,4.13,4.16,2.53,545
21121,0.31,Premium,H,VVS1,62.1,58.0,4.33,4.36,2.7,707
21122,0.58,Fair,F,I1,65.8,56.0,5.23,5.12,3.41,893
21123,1.17,Good,D,SI2,57.4,59.0,7.02,6.95,4.01,3866
21124,0.7,Premium,I,VVS2,62.4,61.0,5.75,5.6,3.54,2415
21125,1.03,Good,E,SI2,63.8,62.0,6.3,6.37,4.04,4250
21126,2.03,Very Good,I,SI2,61.2,55.0,8.14,8.26,5.02,12714
21127,0.41,Ideal,E,VVS2,60.9,56.0,4.81,4.75,2.91,1243
21128,0.76,Premium,E,VS2,61.7,62.0,5.85,5.82,3.6,3064
21129,0.43,Ideal,F,SI1,61.8,56.0,4.84,4.87,3.0,792
21130,0.3,Ideal,D,SI1,62.5,57.0,4.28,4.26,2.67,709
21131,0.92,Premium,H,SI1,59.0,59.0,6.36,6.31,3.74,3709
21132,0.8,Ideal,F,SI2,62.0,57.0,5.96,5.98,3.7,2495
21133,0.7,Premium,E,VVS2,60.6,60.0,5.74,5.72,3.47,3377
21134,0.4,Ideal,J,VS1,62.2,54.0,4.72,4.76,2.95,633
21135,0.5,Ideal,F,VS2,61.2,57.0,5.1,5.13,3.13,1436
21136,2.16,Very Good,I,VS2,58.6,60.0,8.48,8.55,4.99,16080
21137,0.35,Ideal,I,SI1,61.3,54.0,4.56,4.51,2.78,606
21138,1.21,Ideal,H,SI2,62.1,55.0,6.87,6.82,4.25,5692
21139,0.9,Premium,G,VS1,62.7,58.0,6.15,6.06,3.83,4579
21140,0.77,Very Good,E,VS1,62.0,56.0,5.88,5.92,3.66,3318
21141,0.52,Ideal,H,VS1,61.7,55.0,5.17,5.21,3.2,1665
21142,0.32,Ideal,E,SI1,61.5,55.0,4.4,4.44,2.72,682
21143,1.1,Ideal,J,SI2,62.0,59.0,6.58,6.61,4.09,4226
21144,1.2,Ideal,G,VVS2,62.2,56.0,6.76,6.81,4.22,9373
21145,0.9,Premium,G,VS2,60.6,61.0,6.19,6.13,3.73,4079
21146,0.72,Ideal,F,VVS1,62.0,56.0,5.73,5.75,3.56,4252
21147,2.04,Good,J,VS2,59.6,56.0,8.26,8.31,4.94,13550
21148,0.41,Ideal,G,VVS1,61.7,55.0,4.77,4.79,2.95,1151
21149,0.7,Very Good,I,VS2,62.2,59.0,5.64,5.71,3.53,1666
21150,0.79,Premium,H,SI2,60.4,61.0,5.99,5.96,3.61,2471
21151,0.35,Ideal,H,IF,60.8,56.0,4.61,4.6,2.8,1017
21152,1.62,Ideal,I,VVS2,62.7,54.0,7.47,7.52,4.7,11587
21153,0.32,Fair,F,SI1,64.4,54.0,4.36,4.33,2.8,638
21154,1.22,Ideal,E,VS1,61.8,56.0,6.84,6.88,4.24,10823
21155,0.27,Very Good,D,VS1,63.2,55.0,4.1,4.16,2.61,470
21156,1.17,Fair,E,VS2,64.5,56.0,6.75,6.68,4.33,6814
21157,1.5,Ideal,G,VVS2,61.3,56.0,7.39,7.43,4.55,17176
21158,0.5,Fair,G,VS1,65.9,57.0,5.0,4.87,3.25,1373
21159,1.21,Premium,F,VS1,62.5,60.0,6.77,6.7,4.21,8879
21160,0.32,Ideal,F,IF,61.9,54.0,4.43,4.46,2.75,929
21161,0.56,Premium,E,VS2,61.9,55.0,5.31,5.25,3.27,1915
21162,1.04,Premium,I,I1,61.6,61.0,6.47,6.45,3.98,2870
21163,0.71,Premium,F,SI1,60.2,60.0,5.79,5.71,3.46,2345
21164,0.63,Ideal,D,IF,62.5,55.0,5.5,5.47,3.43,6607
21165,1.19,Premium,G,VS1,62.6,58.0,6.78,6.71,4.22,8109
21166,0.72,Ideal,F,SI1,61.2,55.0,5.78,5.82,3.55,2737
21167,0.32,Ideal,H,VS1,62.7,56.0,4.39,4.42,2.76,524
21168,1.7,Ideal,F,VS2,62.3,56.0,7.61,7.65,4.75,17892
21169,2.0,Good,E,SI2,64.7,57.0,7.75,7.86,5.05,15393
21170,0.24,Ideal,F,VS1,62.0,56.0,3.99,3.94,2.46,536
21171,1.13,Fair,H,SI2,64.4,58.0,6.59,6.51,4.22,4113
21172,0.38,Premium,D,VS2,61.5,62.0,4.63,4.6,2.84,1117
21173,1.11,Ideal,H,SI1,62.3,55.0,6.7,6.65,4.16,5456
21174,2.04,Very Good,G,SI2,59.9,58.0,8.26,8.31,4.96,16389
21175,0.5,Ideal,J,SI1,62.3,55.0,5.07,5.11,3.17,895
21176,0.93,Premium,J,SI2,61.9,57.0,6.21,6.19,3.84,2807
21177,0.3,Premium,D,VS2,61.0,60.0,4.29,4.33,2.63,710
21178,1.02,Very Good,F,VS1,62.8,58.0,6.4,6.44,4.03,7539
21179,0.32,Ideal,D,VVS2,61.3,55.8,4.43,4.44,2.71,1048
21180,0.42,Premium,G,VS1,60.9,58.0,4.84,4.81,2.94,984
21181,1.11,Ideal,I,SI1,62.3,56.0,6.59,6.64,4.12,4645
21182,1.12,Ideal,E,VVS1,61.5,56.0,6.7,6.76,4.13,14407
21183,0.71,Very Good,E,VS2,59.6,60.0,5.8,5.85,3.47,2954
21184,0.73,Very Good,G,SI1,60.6,59.0,5.83,5.85,3.54,2585
21185,1.73,Very Good,I,SI1,60.9,59.0,7.71,7.68,4.69,11554
21186,1.26,Premium,I,VS2,62.4,58.0,6.88,6.94,4.31,6023
21187,0.53,Good,F,VVS2,62.5,65.0,5.11,5.17,3.21,2281
21188,0.28,Ideal,F,VS2,61.8,54.0,4.18,4.23,2.6,490
21189,0.51,Premium,G,VS1,62.0,52.0,5.37,5.05,3.23,1781
21190,0.8,Good,E,VS2,63.4,56.0,5.88,5.92,3.74,3273
21191,0.46,Premium,E,VS2,61.5,60.0,4.95,4.91,3.03,1173
21192,1.23,Very Good,H,SI2,63.2,58.0,6.8,6.74,4.28,4711
21193,1.24,Ideal,F,VS2,61.4,57.0,6.98,6.86,4.25,9073
21194,1.17,Ideal,J,SI1,62.1,57.0,6.74,6.81,4.21,4617
21195,0.51,Very Good,E,VS1,61.8,54.7,5.12,5.15,31.8,1970
21196,1.05,Fair,H,I1,61.8,57.0,6.51,6.4,3.99,2293
21197,0.26,Very Good,E,VVS2,62.6,58.0,4.07,4.11,2.56,597
21198,1.2,Fair,J,I1,64.9,59.0,6.61,6.54,4.27,3011
21199,1.0,Very Good,H,SI2,59.7,58.0,6.48,6.55,3.89,4273
21200,0.32,Ideal,G,VVS1,61.8,54.0,4.41,4.43,2.73,814
21201,0.24,Very Good,H,IF,61.3,56.0,4.04,4.06,2.48,449
21202,0.97,Premium,F,SI2,59.9,59.0,6.45,6.38,3.84,3993
21203,1.14,Ideal,G,VS2,61.5,57.0,6.68,6.72,4.12,7042
21204,0.5,Ideal,E,VVS2,61.7,55.7,5.09,5.12,3.13,2206
21205,0.59,Good,F,VS2,64.9,57.0,5.2,5.25,3.39,1643
21206,1.2,Premium,H,SI1,62.4,59.0,6.72,6.68,4.18,5592
21207,0.3,Ideal,E,SI1,61.7,57.0,4.29,4.33,2.66,640
21208,0.59,Ideal,E,VVS2,61.1,57.0,5.39,5.41,3.3,2911
21209,0.51,Ideal,F,VS2,63.2,57.0,5.08,5.05,3.2,1687
21210,0.6,Ideal,E,VVS2,61.9,54.9,5.41,5.44,3.35,2860
21211,0.31,Ideal,D,SI2,62.1,57.0,4.32,4.34,2.69,462
21212,0.25,Good,F,VS1,63.6,57.0,4.04,4.01,2.56,558
21213,0.9,Premium,J,SI1,60.9,61.0,6.26,6.22,3.8,2873
21214,0.77,Premium,E,SI2,59.8,56.0,6.01,5.96,3.58,2723
21215,0.58,Premium,E,VS2,59.4,60.0,5.47,5.43,3.24,1862
21216,0.32,Ideal,E,VVS2,60.9,55.0,4.41,4.43,2.69,837
21217,0.51,Very Good,D,VVS1,59.9,58.0,5.16,5.19,3.1,2834
21218,0.31,Ideal,G,VVS2,62.7,57.0,4.34,4.31,2.71,907
21219,1.01,Very Good,F,VS2,61.7,57.0,6.39,6.44,3.96,6159
21220,0.3,Ideal,E,SI1,61.9,57.0,4.29,4.32,2.66,564
21221,0.5,Ideal,F,VS1,61.0,56.0,5.14,5.15,3.14,1731
21222,1.22,Premium,I,SI1,61.2,59.0,6.86,6.9,4.21,5368
21223,1.1,Premium,D,VS2,60.0,59.0,6.67,6.6,3.98,6209
21224,0.7,Ideal,E,VS1,62.1,55.0,5.72,5.77,3.57,3248
21225,1.07,Premium,H,SI1,60.4,59.0,6.65,6.62,4.01,5123
21226,0.5,Very Good,E,VS2,63.4,59.0,5.09,5.06,3.22,1629
21227,0.51,Ideal,D,VS2,61.5,56.0,5.21,5.17,3.19,1674
21228,0.31,Good,I,VS1,63.9,56.0,4.28,4.3,2.74,489
21229,0.4,Premium,E,SI1,61.3,59.0,4.69,4.74,2.89,737
21230,0.7,Premium,F,VVS1,61.8,60.0,5.67,5.63,3.49,3348
21231,0.23,Very Good,E,VVS1,61.3,59.0,3.93,3.97,2.42,530
21232,1.2,Ideal,G,VVS1,61.2,56.0,6.89,6.86,4.21,9570
21233,0.9,Ideal,G,SI1,62.1,56.0,6.2,6.16,3.84,4088
21234,0.51,Ideal,G,SI2,62.0,56.0,5.13,5.16,3.19,1188
21235,0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,2398
21236,1.04,Ideal,E,SI2,61.9,57.0,6.48,6.51,4.02,5125
21237,0.32,Ideal,G,VS2,60.3,57.0,4.43,4.46,2.68,561
21238,1.42,Fair,G,VS2,59.6,66.0,7.31,7.23,4.33,7214
21239,1.32,Ideal,J,VS1,62.5,57.0,7.0,7.04,4.39,5808
21240,0.31,Ideal,G,VVS2,61.4,57.0,4.38,4.42,2.69,671
21241,0.96,Fair,H,I1,64.3,59.0,6.38,5.88,3.98,1739
21242,1.5,Very Good,J,VS2,62.4,60.0,7.21,7.32,4.53,7402
21243,0.31,Ideal,G,VVS1,62.5,57.0,4.36,4.31,2.71,1046
21244,0.54,Ideal,F,VS2,62.2,57.0,5.21,5.24,3.25,1662
21245,2.23,Premium,J,VS2,61.0,58.0,8.39,8.36,5.11,14867
21246,0.81,Premium,H,VS2,58.0,59.0,6.17,6.13,3.57,2795
21247,0.63,Premium,E,SI1,61.3,58.0,5.57,5.52,3.4,1921
21248,0.23,Very Good,E,VVS1,61.4,59.0,3.93,3.99,2.43,530
21249,0.98,Very Good,H,SI2,62.2,60.0,6.31,6.36,3.94,4479
21250,0.3,Ideal,E,VS1,62.5,56.0,4.3,4.28,2.68,778
21251,0.42,Ideal,J,VS1,60.9,57.0,4.86,4.83,2.95,851
21252,1.0,Good,I,SI2,63.9,60.0,6.26,6.3,4.01,3465
21253,0.35,Very Good,F,SI2,61.2,55.0,4.56,4.57,2.79,494
21254,1.7,Premium,H,SI1,62.5,60.0,7.54,7.49,4.7,11709
21255,0.32,Ideal,D,SI1,62.5,54.0,4.39,4.41,2.75,589
21256,0.72,Very Good,F,SI1,63.1,55.0,5.75,5.7,3.61,2333
21257,1.52,Premium,I,SI1,60.5,60.0,7.48,7.4,4.5,8852
21258,0.3,Ideal,E,VS1,62.0,53.0,4.31,4.33,2.68,673
21259,0.33,Ideal,I,VS2,61.4,56.0,4.45,4.48,2.74,480
21260,0.91,Ideal,D,SI2,62.6,54.0,6.22,6.25,3.9,4067
21261,1.04,Ideal,F,VS2,61.6,56.0,6.53,6.55,4.03,8415
21262,0.44,Very Good,J,VS1,61.9,57.0,4.83,4.9,3.01,694
21263,0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78,666
21264,0.32,Premium,G,SI2,62.7,58.0,4.39,4.35,2.74,540
21265,0.52,Very Good,F,SI2,62.3,60.0,5.1,5.13,3.19,1057
21266,1.01,Very Good,F,SI1,63.5,59.0,6.39,6.3,4.03,4846
21267,0.54,Premium,I,SI2,61.2,60.0,5.22,5.2,3.19,1013
21268,0.71,Very Good,E,VVS2,61.5,61.0,5.7,5.75,3.52,3580
21269,0.4,Ideal,I,VS2,62.3,54.0,4.74,4.77,2.96,667
21270,1.71,Ideal,I,SI2,61.1,55.0,7.78,7.73,4.74,10438
21271,0.52,Ideal,E,VS1,61.9,55.0,5.16,5.18,3.2,2105
21272,0.41,Premium,E,SI2,59.5,62.0,4.84,4.8,2.87,818
21273,0.71,Premium,G,VS2,60.3,59.0,5.79,5.76,3.48,2443
21274,0.39,Ideal,I,IF,60.8,56.0,4.73,4.75,2.88,865
21275,0.9,Very Good,J,SI1,63.4,59.0,6.14,6.1,3.88,3830
21276,0.35,Ideal,D,SI2,62.2,56.0,4.55,4.52,2.82,669
21277,3.0,Premium,I,SI2,60.7,59.0,9.3,9.14,5.6,16970
21278,0.4,Premium,H,VS2,59.1,61.0,4.84,4.81,2.85,945
21279,0.24,Premium,E,VVS1,60.3,61.0,4.06,4.03,2.44,668
21280,0.4,Good,F,SI1,63.6,57.0,4.67,4.7,2.98,737
21281,2.06,Premium,G,SI2,59.8,61.0,8.26,8.22,4.93,15949
21282,0.71,Premium,E,SI1,61.7,61.0,5.76,5.74,3.55,2629
21283,0.31,Ideal,G,VVS2,62.7,57.0,4.31,4.33,2.71,707
21284,0.32,Very Good,G,VVS1,58.1,59.0,4.49,4.53,2.62,842
21285,0.72,Premium,G,SI1,62.8,60.0,5.78,5.68,3.6,2352
